Status,Station Name,Observation Date,Latitude,Longitude,Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site
,Lowthorpe Meadow pond,2022-06-10,41.5469,-72.0921,08:49 pm,08:55 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),0 - No frogs or toads can be heard calling.,,Norwich,New London,Connecticut,Urban,Pond,Human-made,Permanent,Precipitation or Runoff,,
,Lowthorpe Meadow pond,2022-06-10,41.5469,-72.0921,08:49 pm,08:55 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Pickerel Frog,0 - No frogs or toads can be heard calling.,,Norwich,New London,Connecticut,Urban,Pond,Human-made,Permanent,Precipitation or Runoff,,
,Lowthorpe Meadow pond,2022-06-10,41.5469,-72.0921,08:49 pm,08:55 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Norwich,New London,Connecticut,Urban,Pond,Human-made,Permanent,Precipitation or Runoff,,
,Lowthorpe Meadow pond,2022-06-10,41.5469,-72.0921,08:49 pm,08:55 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Norwich,New London,Connecticut,Urban,Pond,Human-made,Permanent,Precipitation or Runoff,,
,Rhynus Frog Farm,2022-06-10,41.889945,-73.461314,09:45 pm,09:48 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Sharon,Litchfield,Connecticut,Rural,Vernal Pool,Natural,Permanent,Groundwater,"Farmland. Vernal pools, swamp area. One adjoining pond  is human made.  Feed by some springs  but mostly precip.",
,Rhynus Frog Farm,2022-06-10,41.889945,-73.461314,09:45 pm,09:48 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Sharon,Litchfield,Connecticut,Rural,Vernal Pool,Natural,Permanent,Groundwater,"Farmland. Vernal pools, swamp area. One adjoining pond  is human made.  Feed by some springs  but mostly precip.",
,Rhynus Frog Farm,2022-06-10,41.889945,-73.461314,09:45 pm,09:48 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Sharon,Litchfield,Connecticut,Rural,Vernal Pool,Natural,Permanent,Groundwater,"Farmland. Vernal pools, swamp area. One adjoining pond  is human made.  Feed by some springs  but mostly precip.",
,CLSP Entrance Pool,2022-06-10,37.06611,-80.62611,09:31 pm,09:34 pm,18.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,"Dublin
",Pulaski,Virginia,Rural,Vernal Pool,Natural,Permanent,Precipitation or Runoff,Very large vernal pool situated just inside a state park,"From Interstate 81, take exit 101 and head towards the State Park, pool sits in the intersection between Lakeland and State Park Drives. "
,Fez’s station,2022-06-10,41.87472,-71.43576,09:12 pm,09:15 pm,18.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,North Providence,Providence,Rhode Island,Suburban,Vernal Pool,Not Known,Temporary Every Year,Not Known,Shallow pool covered in various shrubs,"
Start out going north on Elmwood Ave/US-1 N toward Cadillac Dr. Continue to follow US-1 N.
Then 2.41 miles
Turn left onto Franklin St/US-1 N.
Franklin St is just past Service Road 7

If you reach Fenner St you've gone a little too far

Then 0.21 miles
Stay straight to go onto Service Road 8.
Then 0.21 miles
Merge onto I-95 N.
Then 0.64 miles
Merge onto Louisquisset Pike/RI-146 N via EXIT 23 toward Woonsocket/Lincoln.
Then 2.47 miles
Take the RI-15/Mineral Spring Ave exit.
Then 0.22 miles
Turn right onto Mineral Spring Ave/RI-15.
Then 0.25 miles
Turn left onto Charles St/RI-246.
Charles St is 0.1 miles past Cooper St

If you reach Adams Rd you've gone a little too far

Then 0.65 miles
Turn left onto Miner St.
Miner St is 0.3 miles past Borah St

If you reach Azad Ct you've gone a little too far

Then 0.05 miles
Take the 1st left onto Bennett St.
If you reach the end of Miner St you've gone a little too far

Then 0.05 miles

2 Bennett Street, North Providence, RI 02904, 2 BENNETT STREET."
,214 Surrey Drive,2022-06-10,41.290561,-73.034115,09:38 pm,09:41 pm,23.33,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Orange,,Connecticut,Suburban,Pond,Natural,Temporary Every Year,Precipitation or Runoff,"Property contains both pond and stream water. Stream runs along back of property, while pond is towards the front.     ",
,Sandy Creek Bird Blind,2022-06-10,33.985183,-83.379845,09:48 pm,09:51 pm,24,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Cope's Gray Treefrog,1 - Individuals can be counted; there is space between calls,"2 Katydid  RobTiffin OtherObservers: GordonWard, LucyDaigle, MelissaMcBride",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,
,Sandy Creek Bird Blind,2022-06-10,33.985183,-83.379845,09:48 pm,09:51 pm,24,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,"2 Katydid  RobTiffin OtherObservers: GordonWard, LucyDaigle, MelissaMcBride",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,
,Sandy Creek Bird Blind,2022-06-10,33.985183,-83.379845,09:48 pm,09:51 pm,24,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping","2 Katydid  RobTiffin OtherObservers: GordonWard, LucyDaigle, MelissaMcBride",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,
,Sandy Creek Bird Blind,2022-06-10,33.985183,-83.379845,09:48 pm,09:51 pm,24,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Northern Cricket Frog Complex,"3 - Full chorus, calls are constant, continuous and overlapping","2 Katydid  RobTiffin OtherObservers: GordonWard, LucyDaigle, MelissaMcBride",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,
,Lick Creek Barton,2022-06-10,34.533889,-90.769077,03:22 am,03:25 am,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,"3 - Full chorus, calls are constant, continuous and overlapping",,Barton,Phillips,Arkansas,Rural,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,At Lick Creek trail head at Delta Heritage Trail State Park,"South of Barton, AR on Hwy 85 "
,Lick Creek Barton,2022-06-10,34.533889,-90.769077,03:22 am,03:25 am,17.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Barton,Phillips,Arkansas,Rural,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,At Lick Creek trail head at Delta Heritage Trail State Park,"South of Barton, AR on Hwy 85 "
,SMR-Campbell's Pond,2022-06-10,40.737706,-74.30347,08:35 pm,09:10 pm,24.44,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,"Millburn
",Essex County,New Jersey,Suburban,Pond,Human-made,Permanent,Stream or River,Large pond fed by the Rahway River with a dam on southern end.,Brookside Drive pull off or hike in from Locust Grove parking area.
,SMR-Campbell's Pond,2022-06-10,40.73749,-74.30517,12:00 pm,12:00 pm,25,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Milburn,Essex,New Jersey,Suburban,Pond,Human-made,Permanent,Stream or River,,
,Spring Brook Pond,2022-06-10,42.495,-84.692,10:21 pm,10:26 pm,15.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Eaton Rapids,Eaton,Michigan,Suburban,Pond,Not Known,Permanent,Pond,"Permanent Pond in a field near natural gas drilling site, residental homes, and argicultural land.",Take Spicerville Hwy East Out of Eaton Rapids.  Turn right on Freeman Rd. Approximately 1000 feet North on the right.
,Spring Brook Pond,2022-06-10,42.495,-84.692,10:21 pm,10:26 pm,15.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Eaton Rapids,Eaton,Michigan,Suburban,Pond,Not Known,Permanent,Pond,"Permanent Pond in a field near natural gas drilling site, residental homes, and argicultural land.",Take Spicerville Hwy East Out of Eaton Rapids.  Turn right on Freeman Rd. Approximately 1000 feet North on the right.
,Backyard Oasis,2022-06-10,42.69063,-83.05808,10:00 pm,10:03 pm,18.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,American Toad,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-06-10,42.69063,-83.05808,10:00 pm,10:03 pm,18.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-06-10,42.69063,-83.05808,10:00 pm,10:03 pm,18.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Western Chorus Frog,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Baldwin Lake Observation Tower,2022-06-10,41.36007,-81.85706,09:50 pm,09:53 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.
,Baldwin Lake Observation Tower,2022-06-10,41.36007,-81.85706,09:50 pm,09:53 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.
,Baldwin Lake Observation Tower,2022-06-10,41.36007,-81.85706,09:50 pm,09:53 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.
,Cheyenne Bottoms,2022-06-10,38.449001,-98.718389,10:56 pm,10:59 pm,21.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Boreal Chorus Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Water levels are quite low at this site.  There are small pools of water that remain near the water control structures of each of the pools where this site is located.,Great Bend,Barton,Kansas,Rural,Freshwater Marsh,Natural,Temporary Some Years,Precipitation or Runoff,,From main entrance of Cheyenne Bottoms (K-156 and Cheyenne Bottoms road) follow the main dike road past the observation deck.  The site is at the corner where Cheyenne Bottoms road turns northwest at Pool 4.
,Cheyenne Bottoms,2022-06-10,38.449001,-98.718389,10:56 pm,10:59 pm,21.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Great Plains Toad,1 - Individuals can be counted; there is space between calls,Water levels are quite low at this site.  There are small pools of water that remain near the water control structures of each of the pools where this site is located.,Great Bend,Barton,Kansas,Rural,Freshwater Marsh,Natural,Temporary Some Years,Precipitation or Runoff,,From main entrance of Cheyenne Bottoms (K-156 and Cheyenne Bottoms road) follow the main dike road past the observation deck.  The site is at the corner where Cheyenne Bottoms road turns northwest at Pool 4.
,BRP_1,2022-06-10,39.50899,-105.29936,09:41 pm,09:44 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,,Jefferson,Colorado,Suburban,Pond,,,,,
,BRP_2,2022-06-10,39.50675,-105.30544,09:25 pm,09:28 pm,18.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,,Jefferson,Colorado,Suburban,Pond,,,,,
,Liberty Park Brine Site,2022-06-10,41.3136,-81.398,09:28 pm,09:31 pm,18.33,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Twinsburg,Summit,Ohio,,Wet Meadow,Human-made,Not Known,Precipitation or Runoff,[AZA - Original coordinates null],Follow Buttonbush Trail to the bat condo. The wetland site is where the brine injection site used to be.
,Cemetery Pond,2022-06-10,42.001083,-71.5634,09:30 pm,09:33 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,North Smithfield,Providence,Rhode Island,Rural,Pond,Not Known,Temporary Some Years,Not Known,Small pond with water except in the driest summers,"
Get on I-95 N from Hawthorne Ave, Aldrich St, Eddy St and Thurbers Ave
7 min (1.6 mi)

Take RI-146 N to RI-146A N in North Smithfield. Take exit 10 from RI-146 N
14 min (13.4 mi)

Follow RI-146A N to Milton Ave"
,Cemetery Pond,2022-06-10,42.001083,-71.5634,09:30 pm,09:33 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,North Smithfield,Providence,Rhode Island,Rural,Pond,Not Known,Temporary Some Years,Not Known,Small pond with water except in the driest summers,"
Get on I-95 N from Hawthorne Ave, Aldrich St, Eddy St and Thurbers Ave
7 min (1.6 mi)

Take RI-146 N to RI-146A N in North Smithfield. Take exit 10 from RI-146 N
14 min (13.4 mi)

Follow RI-146A N to Milton Ave"
,Cemetery Pond,2022-06-10,42.001083,-71.5634,09:30 pm,09:33 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,North Smithfield,Providence,Rhode Island,Rural,Pond,Not Known,Temporary Some Years,Not Known,Small pond with water except in the driest summers,"
Get on I-95 N from Hawthorne Ave, Aldrich St, Eddy St and Thurbers Ave
7 min (1.6 mi)

Take RI-146 N to RI-146A N in North Smithfield. Take exit 10 from RI-146 N
14 min (13.4 mi)

Follow RI-146A N to Milton Ave"
,Towpath Trail Summit Lake,2022-06-10,41.053229,-81.542915,09:30 pm,09:33 pm,19.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,,,Ohio,,,,,,,
,Greenknoll,2022-06-10,41.455385,-73.408415,09:20 pm,09:23 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Brookfield,Fairfield,Connecticut,Rural,Vernal Pool,Natural,Permanent,Not Known,Our backyard on a cu de sac . A wooded area with a reseve behind the homes with wetlads running through. , Brookfield CT: Federal Road to Hucklberry Hill Rd to 18  Greenknoll Dr
,Liberty Park Dragonfly Pool #7165,2022-06-10,41.1857,-81.2452,09:51 pm,09:54 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],
,Liberty Park Dragonfly Pool #7165,2022-06-10,41.1857,-81.2452,09:51 pm,09:54 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],
,CLSP Waters Edge,2022-06-10,37.05544,-80.62249,09:16 pm,09:19 pm,18.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Dublin,Pulaski,Virginia,Rural,Freshwater Marsh,Human-made,Permanent,Lake,Marshy area at back of cove on a man made lake,Behind Waters Edge facility at Claytor Lake State Park
,"Retaiing Pond Carriage Dr. North Haven, CT",2022-06-09,41.401015,-72.829778,10:35 am,10:40 pm,18.33,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Treefrog,1 - Individuals can be counted; there is space between calls,,North Haven,New Haven,Connecticut,Suburban,Ditch,Human-made,Permanent,Precipitation or Runoff,Small pond that drains into Waterman's Brook,End of Carriage Drive North Haven cT
,Pine Brook,2022-06-09,41.425642,-72.866118,09:06 pm,09:09 pm,21.67,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",1.23” of rain fell during the overnight hours. Strong chorus of gray tree frogs. ,North Haven,New Haven,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,"Pine Brook is a stream that flows generally west to east. There is a pond located to the west that has a small dam. Water flows over the dam and continues east. The observation area is located east and downstream of this dam. The area is bordered by an old farmer’s field to the north and hilly, treed terrain to the south. Up the hill and further south is a housing development. ",Use the intersection of Mount Carmel Avenue and Chestnut Lane in Hamden. Park safely and walk south across Mount Carmel Avenue and across the old farmer’s field approximately 200’ to the Pine Brook stream. 
,156 Bedlam Rd pond,2022-06-09,41.777605,-72.144749,09:11 pm,09:14 pm,20,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Chaplin,Windham,Connecticut,Suburban,Pond,Human-made,,Groundwater,"The pond was created with a backhoe from the previous owner. Surrounded by woods on three sides and shrubs and grass on one side. Shaped like a swimming pool. Shallow at one end quickly dropping to 14 feet deep. During a dry summer, the pond does dry up.",On the residential property of 156 Bedlam Road.
,156 Bedlam Rd pond,2022-06-09,41.777605,-72.144749,09:11 pm,09:14 pm,20,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Chaplin,Windham,Connecticut,Suburban,Pond,Human-made,,Groundwater,"The pond was created with a backhoe from the previous owner. Surrounded by woods on three sides and shrubs and grass on one side. Shaped like a swimming pool. Shallow at one end quickly dropping to 14 feet deep. During a dry summer, the pond does dry up.",On the residential property of 156 Bedlam Road.
,SMR-Black Willow Pond,2022-06-09,40.73876,-74.29231,09:20 pm,09:23 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Maplewood,Essex County,New Jersey,Suburban,Pond,Natural,Permanent,Not Known,Within the Wildflower & Forest Preserve behind the Dog Park,"From Dog Park, enter preserve on right and follow trail to the Pond."
,SMR-Black Willow Pond,2022-06-09,40.73876,-74.29231,,,,,,,,Wood Frog,1 - Individuals can be counted; there is space between calls,,Maplewood,Essex County,New Jersey,Suburban,Pond,Natural,Permanent,Not Known,Within the Wildflower & Forest Preserve behind the Dog Park,"From Dog Park, enter preserve on right and follow trail to the Pond."
,Douglas Pond,2022-06-09,41.77361,-71.18618,09:11 pm,09:14 pm,19.44,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,American Bullfrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Swansea,Bristol,Massachusetts,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"This pond was man-made for ice skating years ago (25+) by the Douglass Family at 199 Cummings Road Swansea, MA.  Currently the road near the pond is unpaved. Wondering if paving in spring 2022 will disrupt this current robust frog population??? ","Roger Williams Park Zoo
1000 Elmwood Ave, Providence, RI 02907

Get on RI-10 N from Green Memorial Blvd and Elmwood Ave
5 min (1.0 mi)

Take I-95 N and I-195 E to MA-136 N in Swansea. Take exit 5 from I-195 E
11 min (11.1 mi)

Take Davis St and Locust St to Cummings Rd
10 min (4.8 mi)

Merge onto MA-136 N
0.5 mi

Turn right onto Davis St
0.8 mi

Turn right onto Pleasant St
0.5 mi

Continue onto Reed St
0.3 mi

Turn left onto Locust St
0.7 mi

Continue straight to stay on Locust St
1.0 mi

Continue onto Hortonville Rd
0.3 mi

Turn left onto Cummings Rd.  Travel about .5 mile. Pass 199 Cummings Road on your left and the pond will be on the left. Currently the road is unpaved, but anticipated to be paved in spring 2022. Even though the road is unpaved, it is a public road and accessible. "
,Douglas Pond,2022-06-09,41.77361,-71.18618,09:11 pm,09:14 pm,19.44,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Swansea,Bristol,Massachusetts,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"This pond was man-made for ice skating years ago (25+) by the Douglass Family at 199 Cummings Road Swansea, MA.  Currently the road near the pond is unpaved. Wondering if paving in spring 2022 will disrupt this current robust frog population??? ","Roger Williams Park Zoo
1000 Elmwood Ave, Providence, RI 02907

Get on RI-10 N from Green Memorial Blvd and Elmwood Ave
5 min (1.0 mi)

Take I-95 N and I-195 E to MA-136 N in Swansea. Take exit 5 from I-195 E
11 min (11.1 mi)

Take Davis St and Locust St to Cummings Rd
10 min (4.8 mi)

Merge onto MA-136 N
0.5 mi

Turn right onto Davis St
0.8 mi

Turn right onto Pleasant St
0.5 mi

Continue onto Reed St
0.3 mi

Turn left onto Locust St
0.7 mi

Continue straight to stay on Locust St
1.0 mi

Continue onto Hortonville Rd
0.3 mi

Turn left onto Cummings Rd.  Travel about .5 mile. Pass 199 Cummings Road on your left and the pond will be on the left. Currently the road is unpaved, but anticipated to be paved in spring 2022. Even though the road is unpaved, it is a public road and accessible. "
,Douglas Pond,2022-06-09,41.77361,-71.18618,09:11 pm,09:14 pm,19.44,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Swansea,Bristol,Massachusetts,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"This pond was man-made for ice skating years ago (25+) by the Douglass Family at 199 Cummings Road Swansea, MA.  Currently the road near the pond is unpaved. Wondering if paving in spring 2022 will disrupt this current robust frog population??? ","Roger Williams Park Zoo
1000 Elmwood Ave, Providence, RI 02907

Get on RI-10 N from Green Memorial Blvd and Elmwood Ave
5 min (1.0 mi)

Take I-95 N and I-195 E to MA-136 N in Swansea. Take exit 5 from I-195 E
11 min (11.1 mi)

Take Davis St and Locust St to Cummings Rd
10 min (4.8 mi)

Merge onto MA-136 N
0.5 mi

Turn right onto Davis St
0.8 mi

Turn right onto Pleasant St
0.5 mi

Continue onto Reed St
0.3 mi

Turn left onto Locust St
0.7 mi

Continue straight to stay on Locust St
1.0 mi

Continue onto Hortonville Rd
0.3 mi

Turn left onto Cummings Rd.  Travel about .5 mile. Pass 199 Cummings Road on your left and the pond will be on the left. Currently the road is unpaved, but anticipated to be paved in spring 2022. Even though the road is unpaved, it is a public road and accessible. "
,Monastery Pond,2022-06-09,41.9348,-71.4013,08:47 pm,08:50 pm,21.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Cumberland,Providence,Rhode Island,,Pond,Not Known,Temporary Every Year,Not Known,"May be fed by water sources in the back (pond/brook) [AZA - Original coordinates (41.939, -71.4009) lacking precision - moved to pond]",
,Monastery Pond,2022-06-09,41.9348,-71.4013,08:47 pm,08:50 pm,21.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Cumberland,Providence,Rhode Island,,Pond,Not Known,Temporary Every Year,Not Known,"May be fed by water sources in the back (pond/brook) [AZA - Original coordinates (41.939, -71.4009) lacking precision - moved to pond]",
,Bioski Rd (Shadduck side),2022-06-09,41.511864,-73.098424,10:05 pm,10:10 pm,17.78,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",just heard *one* green frog for a single vocalization. Constant overlapping Gray Treefrogs could be heard in surround sound along my entire street!  Very loud at the intersection of Wheeler and Leonard rd.! ,Middlebury,New Haven,Connecticut,Urban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,"interrupted woodland swamp located about 500 feet downhill from a spring fed pond with continuous movement of low water from the area.  Spotted turtles, spotted salamanders also make this their home.  One side of the road is town owned and diagonal is private property.  ",188 to Shadduck to Bioski.  Stop at the first curve sign on the right. Diagonal across from #59 before the curve in the road.
,Bioski Rd (Shadduck side),2022-06-09,41.511864,-73.098424,10:05 pm,10:10 pm,17.78,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,just heard *one* green frog for a single vocalization. Constant overlapping Gray Treefrogs could be heard in surround sound along my entire street!  Very loud at the intersection of Wheeler and Leonard rd.! ,Middlebury,New Haven,Connecticut,Urban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,"interrupted woodland swamp located about 500 feet downhill from a spring fed pond with continuous movement of low water from the area.  Spotted turtles, spotted salamanders also make this their home.  One side of the road is town owned and diagonal is private property.  ",188 to Shadduck to Bioski.  Stop at the first curve sign on the right. Diagonal across from #59 before the curve in the road.
