Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 42812,2020-10-07,39.457,-74.508,Monarch Adult Sighted,4,"2 Females, 1 Male, 1 unknown nectaring on tithonia flowers. Very windy and warm ( mid 70s).","1,526,489,515"
,Site 67131,2020-10-07,42.416,-83.378,"Monarch, Captive-Reared",1,Emerged on Tuesday. Released on 10/7/2020 am. A female.Warm day temperature up to 71.,"1,526,489,945"
,Site 11711,2020-10-07,32.12,-98.359,Monarch Adult Sighted,3,"saw one feeding on purple gayfeather around 4 pm, then 2 more feeding on maximilion sunflower about 530 pm","1,526,489,610"
,Site 17209,2020-10-07,33.668,-84.018,Monarch Adult Sighted,1,One Female feeding most of the day,"1,526,489,473"
,Site 144891,2020-10-07,44.407,-76.601,Hummingbird Sighting,1,"After reporting a hummer arriving unexpectedly yesterday afternoon, I am pleased to report she stayed and fed heavily off of both feeders today!  Wondering if she will stay tomorrow too or will leave after feeding in the morning!","1,526,489,549"
,Site 3984,2020-10-07,29.509,-98.443,Monarch Adult Sighted,8,Feeding on Butterfly Weed almost exclusively.  Occasional landing on Greggâ€™s Mistflower.,"1,526,489,518"
,Site 39099,2020-10-07,38.987,-76.744,Monarch Adult Sighted,1,Late.  On Mexican sunflower.,"1,526,489,390"
,Site 52158,2020-10-07,40.797,-74.482,Monarch Adult Sighted,1,Beauty resting. ,"1,526,489,614"
,Site 52158,2020-10-07,40.797,-74.482,Monarch Adult Sighted,1,Beauty resting. ,"1,526,489,544"
,Site 101589,2020-10-07,33.31,-96.986,Hummingbird Sighting,1,Female black chinned,"1,526,490,039"
,Site 3992,2020-10-07,29.511,-100.907,Monarch Fall Roost,8,7:16AM Temperature: 17.5C Wind speed: 0mph Relative humidity: 71.8% Dew point: 14.7C,"1,526,489,824"
,Site 120347,2020-10-07,39.951,-86.262,"Hummingbird, Nectaring from Flowers",1,7:56 am this morning flitting through the black-blue Salvia.Saw her two more time.Around 3:45 pm we had one on our feeder.First time to see that in three weeks.Not sure it was the same one so just reporting one hummingbird.,"1,526,489,512"
,Site 18503,2020-10-07,33.958,-83.373,Monarch Adult Sighted,1,,"1,526,489,771"
,Site 41695,2020-10-07,39.276,-76.514,Monarch Adult Sighted,1,Newly hatched monarch on butterfly bush. 80 degrees wind 30 miles a hour gusts.,"1,526,489,517"
,Site 2771,2020-10-07,28.538,-81.377,Monarch Adult Sighted,1,Female in garden,"1,526,489,872"
,Site 21609,2020-10-07,35.075,-89.828,Monarch Adult Sighted,2,One adult flying around my butterfly garden.,"1,526,489,580"
,Site 56485,2020-10-07,41.341,-73.063,Monarch Adult Sighted,1,Still No sightings of migrators.  But still hoping I will get to see a group fly through and make a stop in my yard like last year.,"1,526,489,565"
,Site 104579,2020-10-07,34.749,-92.275,Hummingbird Sighting,1,"does it sound like juvenile male with bright green coloring, small but no obvious red throat?  feeding this morning at daybreak","1,526,489,350"
,Site 123897,2020-10-07,40.745,-86.765,Hummingbird Sighting,1,Saw a female briefly at feeder this morning.  For the last 10 years they've been observed from 10/7 thru 10/14 at the latest. Time is growing very short. ,"1,526,489,363"
,Site 18579,2020-10-07,33.98,-84.878,Monarch Adult Sighted,2,They were fueling up. Stayed around for most of the day. ,"1,526,489,682"
,Site 25583,2020-10-07,35.949,-94.3,Monarch Adult Sighted,2,landing on golden rod,"1,526,490,191"
,Site 25583,2020-10-07,35.949,-94.3,Monarch Larva Sighted,1,eating swamp milkweed,"1,526,490,190"
,Site 27131,2020-10-07,36.118,-80.323,"Monarch, Captive-Reared",1,I have released 3 adults and have one more chrysalis to go.  Iâ€™m just beginning to see the wings.  ,"1,526,489,626"
,Site 32891,2020-10-07,38.008,-92.744,Monarch Adult Sighted,1,One,"1,526,489,749"
,Site 40626,2020-10-07,39.143,-94.573,Monarch Adult Sighted,4,"1 was female, not sure of others","1,526,491,144"
,Site 40626,2020-10-07,39.143,-94.573,Monarch Adult Sighted,1,Healthy adult female sighted!,"1,526,489,531"
,Site 56587,2020-10-07,41.351,-83.145,Monarch Adult Sighted,6,Our butterfly bushes were loaded today with male and female monarchs!  They were still here around 5:30pm!,"1,526,489,665"
,Site 97992,2020-10-07,30.518,-87.865,Hummingbird Sighting,3,Hanging around a feeder in the yard,"1,526,489,347"
,Site 110983,2020-10-07,37.401,-79.183,"Hummingbird, Other Observations",1,no hummingbird activity at feeder,"1,526,490,967"
,Site 127005,2020-10-07,41.351,-83.145,Hummingbird Sighting,1,One hummingbird today in the butterfly garden and drinking from our sugar water feeder,"1,526,489,663"
,Site 20567,2020-10-07,34.702,-82.465,Monarch Adult Sighted,2,"Had 2 yesterday, first one's since the female that was here about a month ago when she laid her eggs. 1 adult male and one much smaller, that I believe may have emerged from the Monarch Caterpillars I had in my garden. Had 4 that ""disappeared"". I did bring 4 of the Monarch caterpillars in and today the chrysalis look like they are just showing a hint of darkening, so they they may be emerging soon","1,526,489,772"
,Site 25913,2020-10-07,35.989,-78.496,Monarch Adult Sighted,1,Perhaps newly emerged adult. I have 38 chrysalis around my yard.,"1,526,489,459"
,Site 74040,2020-10-07,43.123,-76.495,Monarch Adult Sighted,1,Getting very late !Traveling West above our pasture! 60F Sunny off and on. Lightly rained this morning with 40-50 mph wind and heavy rain predicted this afternoon. ,"1,526,489,421"
,Site 126463,2020-10-07,41.283,-72.378,"Hummingbird, Nectaring from Flowers",1,RTH resting but could not resist the nectar temptation above of the salvia.,"1,526,489,405"
,Site 11335,2020-10-07,31.864,-102.078,Monarch Fall Roost,"10,000","Have been here since 10/3/2020The numbers are a complete estimate.  See other roost report submitted 10/3/20 for more details on this roost. See video on Journey North YouTube Channel: <a href=""https://youtu.be/F3pCblf-818"">Midland Texas Monarch Roost</a>","1,526,489,606"
,Site 23614,2020-10-07,35.533,-97.599,Monarch Adult Sighted,3,Saw 3 adults flying through the yard today,"1,526,489,681"
,Site 27642,2020-10-07,36.15,-96.287,"Monarch, Captive-Reared",15,Released 15 monarch butterflies raised from eggs or cats brought in from the garden. 5 females and 10 males.,"1,526,490,953"
,Site 27347,2020-10-07,36.133,-96.354,"Monarch, Captive-Reared",11,6 males and 5 females,"1,526,490,652"
,Site 101823,2020-10-07,33.425,-94.048,Hummingbird Sighting,3,Only saw three today. Hoping to see at least one tomorrow.,"1,526,489,653"
,Site 110793,2020-10-07,37.303,-89.544,Hummingbird Sighting,1,So happy another female showed up today!,"1,526,489,488"
,Site 15837,2020-10-07,33.206,-96.618,Monarch (OTHER Observations),1,One of the three monarch chrysalis' hatched today and was drying its wings on the Frostweed.,"1,526,489,680"
,Site 17729,2020-10-07,33.797,-84.302,Monarch Adult Sighted,1,Adult observed on lantana bush.,"1,526,490,772"
,Site 40979,2020-10-07,39.194,-76.062,Monarch Adult Sighted,1,On a Mexican sunflower,"1,526,489,858"
,Site 63481,2020-10-07,42.049,-71.729,Monarch Adult Sighted,1,1 Monarch flying around my back yard then landing on one of the couple Mexican flowers I have left standing after a wind storm came through about a week ago.,"1,526,489,709"
,Site 103539,2020-10-07,34.175,-84.424,Hummingbird Sighting,1,Female at feeder in late afternoon,"1,526,489,761"
,Site 8820,2020-10-07,30.441,-97.62,Monarch Adult Sighted,1,nectariing from my milkweed,"1,526,490,367"
,Site 11749,2020-10-07,32.131,-97.855,Monarch Adult Sighted,70,"Still working outside today.,  I  moved around more so saw more.  Temp still warmer reaching upper 80s.  Light wind, less than previous two days.  More than half sighted in cover.  Almost all the rest on Liatris feeding or flying between them.  No obvious directional flight. Late afternoon I entered a tree grove that has in cold weather past contained roosts and startled about 25 at once into brief flight before they settled to new perch. Perched on bare twigs under Juniper, Live Oak, Chittamwood, sugarberry, pecan, and others.   Perched singly not in groups.    Appeared to be sheltering from sun, not classic evening roosting.  Also startled many from individual Juniper and Live Oak. Perched well into tree in shade, not easily visible until they flew.              ","1,526,489,894"
,Site 25319,2020-10-07,35.91,-80.491,"Monarch, Captive-Reared",1,1 additional male Monarch emerged late today and was released from rearing station.,"1,526,489,715"
,Site 33249,2020-10-07,38.104,-85.878,Monarch Adult Sighted,2,"Two late monarchs today on my Mexican sunflowers.  Head south, y'all!!","1,526,489,562"
,Site 55850,2020-10-07,41.283,-72.378,Monarch Adult Sighted,1,Fluttering around my gardens most of the day with stops on the butterfly bush.,"1,526,489,625"
,Site 88048,2020-10-07,45.039,-93.184,Monarch Adult Sighted,1,Reported to me by trusted monarch spotter.  She saw it at 4:30 p.m.,"1,526,489,928"
,Site 130371,2020-10-07,41.801,-87.937,"Hummingbird, Nectaring from Flowers",1,"1 female hummingbird hanging around my garden nectaring on lobelia, lantana, nasturtiums. It was also checking out the purple fall asters and a couple of times seemed to be chasing s bee near the asters.","1,526,489,666"
,Site 143762,2020-10-07,44.112,-71.181,Hummingbird Sighting,1,Continuing female or immature at our feeder,"1,526,489,359"
,Site 9573,2020-10-07,30.601,-98.396,Monarch Adult Sighted,4,Nectarine on blue mist flowers. ,"1,526,489,560"
,Site 11309,2020-10-07,31.838,-100.989,Monarch Fall Roost,500,A large cluster has been roosting in a hackberry tree 10/6-10/8 and counting See roost report dated 10/2/20,"1,526,489,947"
,Site 25681,2020-10-07,35.965,-95.874,"Monarch, Captive-Reared",1,Monarch raised from caterpillar in captivity released today ,"1,526,490,023"
,Site 25681,2020-10-07,35.965,-95.874,"Monarch, Captive-Reared",1,Monarch raised from caterpillar in captivity released today ,"1,526,489,719"
,Site 38248,2020-10-07,38.936,-84.542,Monarch PEAK Migration,500,"Also counted at least 200 painted lady and 100 swallowtail 4 species[Editor's note: the following description is based on description over phone]Estimation method: Count at least 12 adults per quarter acre => 48-50 per acre. Multiply times 15 acres, assuming consistent density throughout acreage. 500 is conservative. Monarchs are nectaring almost exclusively on red clover, second bloom, ignoring ironweed, asters and other flowers. Scanning the horizon, no butterflies are flying above 4' above ground. <a href=""https://www.monarchfriends.org"">Monarch Friends, Inc, Independence KY</a>","1,526,490,021"
,Site 40707,2020-10-07,39.153,-74.693,Monarch Adult Sighted,8,Have seen several trying to fly south but the wind is terrible.Saw a dead one on beach yesterday.Have seen many flying south all week,"1,526,489,432"
,Site 69019,2020-10-07,42.616,-83.366,Monarch Adult Sighted,3,"Released 3 newly hatched Monarchs. 1 female, 2 male. Hatched from Caterpillars rescued from our milkweed plants prior to a freeze warning.  ","1,526,489,843"
,Site 96749,2020-10-07,30.124,-98.098,Hummingbird Sighting,3,these guys are really packing it in I live in the hill country so they are slowly headed south,"1,526,489,368"
,Site 97560,2020-10-07,30.413,-87.437,Hummingbird Sighting (Adult Male),1,A very handsome bright red neck ruby was at feeder this a.m.,"1,526,489,417"
,Site 97474,2020-10-07,30.4,-86.443,"Hummingbird, Nectaring from Flowers",1,72 degrees 7:50AM,"1,526,491,129"
,Site 99235,2020-10-07,31.71,-106.335,Hummingbird Sighting,1,Eating at our feeder,"1,526,489,617"
,Site 102351,2020-10-07,33.672,-117.191,Hummingbird Sighting (Adult Male),2,1 female and 1 male. They have been in our backyards for over 4 months. They use the feeder and the flowers for nectar.,"1,526,489,856"
,Site 103494,2020-10-07,34.174,-86.844,Hummingbird Sighting (Adult Male),1,"Had 4 at feeder this morning, was surprised to see one of them to be an adult male.  This is the latest I can remember still having birds every day.  Who knows, maybe they are waiting for the hurricanes to clear.  ","1,526,489,439"
,Site 103656,2020-10-07,34.216,-84.631,Hummingbird Sighting,2,Down to only 2 FAT females. The rest have suddenly disappeared. These 2 have fought and guarded the feeders most summer long and it shows. How they will fly with their fat little bellies is a mystery to me. ,"1,526,489,354"
,Site 103825,2020-10-07,34.293,-86.161,"Hummingbird, Other Observations",1,I spotted one female on the feeder at my window this morning.  I had not seen any since 10/03/2020 and I was thinking all had gone. ,"1,526,489,386"
,Site 104458,2020-10-07,34.702,-82.465,Hummingbird Sighting,1,"A female surprised me, passing thru late yesterday","1,526,489,833"
,Site 105309,2020-10-07,35.071,-85.082,Hummingbird Sighting,1,FEMALE MADE A BRIEF APPEARANCE EARLY IN THE AM,"1,526,489,572"
,Site 104815,2020-10-07,34.88,-81.966,Hummingbird Sighting,1,I thought they were all gone but this am one buzzed by me to get to the feeder.,"1,526,489,415"
,Site 104618,2020-10-07,34.773,-94.51,Hummingbird Sighting,3,I feed them,"1,526,489,585"
,Site 107192,2020-10-07,35.757,-88.839,"Hummingbird, Other Observations",1,"The last 2 of our 50 left yesterday, hope to see some travelers for the next couple of weeks.","1,526,489,248"
,Site 108868,2020-10-07,36.306,-97.297,Hummingbird Sighting (Adult Male),1,"We saw a male on our feeder at noon today. I do not ever remember seeing any hummingbirds past September 30th. Our weather has had a slight warming period that will end Monday, October 12th and another cold snap moves in. We will keep watching.","1,526,489,499"
,Site 108604,2020-10-07,36.188,-95.746,Hummingbird Sighting,1,"One lone hummingbird, at the feeder, early morning. ","1,526,491,094"
,Site 108123,2020-10-07,36.053,-87.312,Hummingbird Sighting (Adult Male),2,"I thought they were all gone because I havenâ€™t seen any in 3 days. At 6:20 pm, 2 females just appeared at my 2 feeders. I left them up in case we had some stopovers. So glad I did. Iâ€™ll make some new nectar tonight after I clean the feeders again. I sure hope they stay out of the hurricaneâ€™s way in the Gulf of Mexico!!","1,526,489,588"
,Site 111018,2020-10-07,37.414,-79.143,Hummingbird Sighting,1,Female ruby throated at my feeder this morning. ,"1,526,489,616"
,Site 110089,2020-10-07,36.991,-88.668,"Hummingbird, Other Observations",1,Sipping from feeder,"1,526,489,564"
,Site 109802,2020-10-07,36.76,-84.638,Hummingbird Sighting (Adult Male),1,One at the feeder in the forenoon but disappeared right away. ,"1,526,489,566"
,Site 109798,2020-10-07,36.759,-84.637,Hummingbird Sighting,1,Only one today. I think it was a male.,"1,526,489,576"
,Site 111412,2020-10-07,37.613,-89.016,Hummingbird Sighting,1,Last female ruby-throated hummingbird seen this date.  Feeders left out another 20 days for any further migrators,"1,526,498,377"
,Site 114072,2020-10-07,38.655,-90.347,Hummingbird Sighting,1,Female ruby throat at feeder,"1,526,489,613"
,Site 113119,2020-10-07,38.386,-86.656,Hummingbird Sighting,2,Had 2 on the feeders this afternoon. ,"1,526,489,611"
,Site 113055,2020-10-07,38.37,-90.778,Hummingbird Sighting,1,This was our first sighting At the feeders in several days. I could not determine if it was male or female.,"1,526,489,604"
,Site 112911,2020-10-07,38.327,-75.879,Hummingbird Sighting,1,A single that seemed juvenile...havenâ€™t seen one in a while until this one,"1,526,490,892"
,Site 115064,2020-10-07,38.857,-90.331,Hummingbird Sighting,1,Last hummingbird for the season here.,"1,526,491,244"
,Site 114511,2020-10-07,38.758,-90.301,Hummingbird Sighting,1,Female,"1,526,489,541"
,Site 114134,2020-10-07,38.67,-89.986,Hummingbird Sighting,1,1 juvenile male ,"1,526,489,536"
,Site 114134,2020-10-07,38.67,-89.986,Hummingbird Sighting,1,1 juvenile male ,"1,526,489,358"
,Site 116352,2020-10-07,39.078,-84.339,Hummingbird Sighting,2,"female perched in tree guarding flowerbed, 2nd female attempting to nectar","1,526,489,777"
,Site 118545,2020-10-07,39.58,-82.522,Hummingbird Sighting,1,I have seen a different hummingbird every day since Sunday October 3rd.,"1,526,489,385"
,Site 119988,2020-10-07,39.884,-85.871,Hummingbird Sighting,1,Nectaring from flowers and hummingbird feeder. ,"1,526,489,712"
,Site 123349,2020-10-07,40.594,-89.629,Hummingbird Sighting,1,Saw 1 Ruby feeding heavily at the Amistad Salvia at 6:45 am. That was our only sighting all day. ,"1,526,490,468"
,Site 123529,2020-10-07,40.659,-73.608,Hummingbird Sighting,1,Female Ruby-throat,"1,526,489,550"
,Site 126267,2020-10-07,41.251,-87.834,Hummingbird Sighting,1,"I thought they were gone, but one showed up at the feeder today.","1,526,489,803"
,Site 128896,2020-10-07,41.603,-88.226,Hummingbird Sighting,1,Single female feeding at feeder,"1,526,490,148"
,Site 130508,2020-10-07,41.825,-87.85,"Hummingbird, Nectaring from Flowers",2,Nectaring from nasturtiums ,"1,526,489,831"
,Site 130233,2020-10-07,41.777,-72.76,"Hummingbird, Nectaring from Flowers",1,I believe I saw a female nectaring from flowers this afternoon.  Itâ€™s been a bit chilly.  I think this one is passing through.  ,"1,526,490,177"
,Site 130233,2020-10-07,41.777,-72.76,"Hummingbird, Nectaring from Flowers",1,I believe I saw a female nectaring from flowers this afternoon.  Itâ€™s been a bit chilly.  I think this one is passing through.  ,"1,526,489,553"
,Site 132815,2020-10-07,42.165,-83.401,Hummingbird Sighting,2,Both female,"1,526,489,790"
,Site 132268,2020-10-07,42.094,-88.314,Hummingbird Sighting,1,BIRD ON MUMS,"1,526,489,784"
,Site 134756,2020-10-07,42.437,-82.877,"Hummingbird, Nectaring from Flowers",1,Active feeding at salvia and Mexican sunflowers!,"1,526,489,416"
,Site 134101,2020-10-07,42.338,-88.017,"Hummingbird, Nectaring from Flowers",1,Female feeding on my potted Rockin' Purple Salvia next to the hummingbird feeders.,"1,526,489,571"
,Site 133965,2020-10-07,42.32,-89.058,Hummingbird Sighting,1,Just saw one lone hummingbird at my feeder this morning.  Beautiful warm sunny day.  ,"1,526,489,407"
,Site 133937,2020-10-07,42.314,-85.747,Hummingbird Sighting,1,Short visit at feeder,"1,526,490,105"
,Site 137856,2020-10-07,42.906,-91.101,Hummingbird Sighting,1,Have one female at my feeder.,"1,526,489,574"
,Site 137819,2020-10-07,42.903,-85.375,"Hummingbird, Nectaring from Flowers",1,"It was 60 degrees when I got up this morning so, I had my morning coffee in the garden. Much to my surprise, a ruby throated hummingbird was sipping on the dark purple salvia. I didn't see him/her the rest of the day.I'd like to imagine that s/he woke up, tanked up on salvia nectar and headed south. This is the latest that I have seen hummingbirds in the fall. ","1,526,489,559"
,Site 153804,2020-10-07,55.483,-132.635,Hummingbird Sighting,1,Palee saw a hummingbird eating from the hummingbird feeder on the porch of her home. She saw it about 4:00 PM.,"1,526,489,975"
,Site 28,2020-10-07,17.705,-64.728,Monarch Adult Sighted,1,flying over field,"1,526,489,635"
,Site 3259,2020-10-07,29.095,-98.618,Monarch Adult Sighted,1,5:30 p.m.,"1,526,489,579"
,Site 2866,2020-10-07,28.66,-81.859,Monarch Adult Sighted,1,I was surprised to see it over here in Florida.,"1,526,489,437"
,Site 3526,2020-10-07,29.324,-100.924,Monarch Adult Sighted,50,"Fecha - 7 / 10 /20Ciudad    - ACUNAMunicipio - ACUNAEstado - COAHUILAHora de observaci&oacute;n  10AM - 11:20AMClima temperatura - SOLEADO SIN VIENTO  30CDirecci&oacute;n de vuelo / POSADAS EN NOGALES Y FRESNOSComentariosEl dia de hoy desde las 9 de la ma&ntilde;ana hice mi visita #8 al Parque Braulio en busca de mariposas. Al dirigirme al Ã¯Â¿Â½rea mÃ¯Â¿Â½s tranquila, arbolada y justo en la orilla del rio bravo que colinda con el parque pude observar mÃ¯Â¿Â½s de 50 mariposas volando y posÃ¯Â¿Â½ndose alrededor de nogales y fresnos. Pude fotografiar a mÃ¯Â¿Â½s de 5 y captar en video a diferentes mariposas.observador voluntario - Arq. Nereyda Barrios DuranClimate temperature - SUNNY WITHOUT WIND 30CFlight direction / POSADAS IN NOGALES Y FRESNOSCommentsToday from 9 in the morning I made my # 8 visit to Braulio Park in search of butterflies. As I headed to the calmest, wooded area right on the bank of the Rio Bravo that borders the park, I was able to observe more than 50 butterflies flying and perching around walnut and ash trees. I was able to photograph more than 5 and capture different butterflies on video.voluntary observer - Arq. Nereyda Barrios Duran","1,526,489,669"
,Site 9572,2020-10-07,30.601,-98.395,Monarch Larva Sighted,2,On flower pot. ,"1,526,489,555"
,Site 9571,2020-10-07,30.601,-98.396,Monarch Larva Sighted,2,Now two in this spot ,"1,526,489,554"
,Site 9563,2020-10-07,30.6,-98.395,Monarch Larva Sighted,1,Looks like this one might have fallen from top of dock. Doubt itÃ¯Â¿Â½ll make it. ,"1,526,489,557"
,Site 9360,2020-10-07,30.548,-98.294,Monarch Adult Sighted,20,We tag 20 monarchs in about 30 minutes. The monarchs roost in the area close to the lake. Lots of native habitat.,"1,526,489,728"
,Site 9009,2020-10-07,30.47,-97.657,Monarch Adult Sighted,5,"4 females, 1 maleStopping by to sip from my milkweed patch this afternoon. ","1,526,489,581"
,Site 9009,2020-10-07,30.47,-97.657,Monarch Adult Sighted,5,"4 females, 1 maleStopping by to sip from my milkweed patch this afternoon. ","1,526,489,519"
,Site 11639,2020-10-07,32.088,-97.796,Monarch Adult Sighted,40,"This is a separate observation from a different location.  On Bosque County Road 2650, from a moving car, driving northwest, shortly after at sunset in fading light, we observed Monarchs flying low over road.  Observed over 3 to 4 miles, often several at once. Number probably low. Those above car or deflected upward by air flow over car were easy to see against sky.(No Monarchs found on Grill.) Difficult to see against  ground or tree background.  They seemed to fly across the road from the grassland on the left toward the fence/tree line on the right. Unclear whether they were stopping in the tree line at road side.  There is more tree cover beyond at varying distance.    ","1,526,489,920"
,Site 11384,2020-10-07,31.911,-102.23,Monarch PEAK Migration,500,"Lots of beautiful Monarchs migratingThe butterflies are roosting in the willow trees around a pond. They are at my office location, actually. This particular area is private with little people to interrupt them. I watched them on my lunch hour, between 12:00 and 1:00. They seem to like the willow trees. They fly some, but mostly are in the trees with their wings closed. I tossed a stick into the tree to stir up some to fly. I&rsquo;m guessing 500-1,000 or more in actuality? There are several trees in the area.See video on Journey North YouTube Channel: <a href=""https://youtu.be/2ZPJV-5Efo8"">Odessa Texas Monarch Roost</a>","1,526,489,883"
,Site 13898,2020-10-07,32.802,-96.761,Monarch Adult Sighted,20,"20+ Monarchs nectaring on Frostweed, Gregg's Mistflower and late season Zinnias.","1,526,490,128"
,Site 13179,2020-10-07,32.702,-97.164,Monarch Adult Sighted,4,"After successfully finding a Monarch earlier at 2:05pm, I walked around Veterans Park near the Molly Hollar Wildscape area where I saw a few Monarchs but they were to fast to snap a picture. Walking over across the street where I had seen and photographed one earlier I saw 4 flying in and out of the bushes and was able to snap a picture of this one upside down. I believe it might be a male but not certain. They were quick on and off the flowers and then I saw them fly off heading in the direction of the Wildscape area in the park. Location: Veterans Park, Arlington, Texas 76016 on October 7, 2020 at 2:52PMSubmitted on behalf of students from Tarrant County College, http://www.tccd.edu. General College Biology I","1,526,496,526"
,Site 13178,2020-10-07,32.702,-97.165,Monarch Adult Sighted,1,"I found this Monarch near the entrance of Veterans Park off Spanish Trail in Arlington Texas 76016 on Octobers 7, 2020 at 2:05PMSubmitted on behalf of students from Tarrant County College, http://www.tccd.edu. General College Biology I","1,526,496,522"
,Site 13024,2020-10-07,32.653,-97.162,Monarch Adult Sighted,1,1:14 p.m. on Texas lantana,"1,526,490,672"
,Site 12625,2020-10-07,32.495,-106.921,Monarch Adult Sighted,1,"I saw an adult male Monarch at leasburg Dam, SP, NM today (1--7-2020).","1,526,489,609"
,Site 12541,2020-10-07,32.468,-99.71,Monarch Fall Roost,250,Abilene Christian University - I found a second roost to the south side of Zellner Hall. These butterflies were in live oak trees and I'd guess 250-300. Warm temps (upper 80s) and almost no wind.,"1,526,489,976"
,Site 12137,2020-10-07,32.323,-110.899,Monarch Adult Sighted,1,One adult sighted,"1,526,489,722"
,Site 15977,2020-10-07,33.227,-94.845,Monarch Adult Sighted,1,"I saw a Monarch on her chrysalis shortly after eclosing outside. I watched her fly a few feet and land on the ground. I picked her up, tagged her, and placed her in a habitat. After a few hours, I placed her on a flower. She stayed long enough for a picture, then flew away. Happy ending!","1,526,489,662"
,Site 15739,2020-10-07,33.19,-96.257,Monarch Larva Sighted,4,Found 4 total,"1,526,489,425"
,Site 15433,2020-10-07,33.107,-96.841,Monarch Adult Sighted,1,seeing white butterflies too,"1,526,490,532"
,Site 15468,2020-10-07,33.112,-96.731,Monarch Adult Sighted,1,Single adult monarch,"1,526,489,435"
,Site 15125,2020-10-07,33.03,-96.878,Monarch Adult Sighted,3,3 Adult Monarchs feeding on my Milkweed at ~9am cst. ,"1,526,489,381"
,Site 15085,2020-10-07,33.024,-96.726,Monarch Adult Sighted,10,Several femail Menarchs,"1,526,489,764"
,Site 15182,2020-10-07,33.045,-96.757,Monarch Adult Sighted,20,The frost weed was full of monarchs all day today! I counted at most 16. On was a brand new monarch that I tagged yesterday. ,"1,526,489,711"
,Site 14491,2020-10-07,32.902,-96.792,Monarch Adult Sighted,4,Lazy Monarchs enjoying Dallas's October weather.,"1,526,489,720"
,Site 14475,2020-10-07,32.897,-96.653,Monarch Adult Sighted,2,"Very big, bright and beautiful and stopped to visit the crepe myrtle! ","1,526,489,383"
,Site 14735,2020-10-07,32.958,-96.777,Monarch Adult Sighted,8,"Nectaring on tropical milkweed, cowtown daisies and butterfly bush.  I tagged 3 today. ","1,526,489,787"
,Site 14363,2020-10-07,32.873,-96.776,Monarch Adult Sighted,12,12 monarchs,"1,526,489,587"
,Site 13924,2020-10-07,32.806,-96.603,Monarch Egg Sighted,1,Found an egg that survived a grass cutting. Took home. ,"1,526,489,736"
,Site 13924,2020-10-07,32.806,-96.603,Monarch Larva Sighted,1,Found a 4th instar that survived a field cutting of grass. Took home. ,"1,526,489,735"
,Site 17390,2020-10-07,33.733,-84.92,Monarch Adult Sighted,1,Landed on my butterfly bush but flew off before I could get a photo.,"1,526,490,003"
,Site 17262,2020-10-07,33.689,-78.887,Monarch PEAK Migration,83,Saw them all within 2 hours flying south at the edge of the beach as I walked along. They were followed by sulfur butterflies and dragonflies. ,"1,526,490,020"
,Site 16678,2020-10-07,33.488,-111.656,Monarch Adult Sighted,3,A female and a male monarch butterflies eclosed on October 7th in my backyard. A second female eclosed on October 8th. All three developed from eggs laid here in my yard.,"1,526,498,209"
,Site 19892,2020-10-07,34.354,-82.932,Monarch Adult Sighted,15,Feeding on large Lantana shrubs and a Symphyotrichum novae-angliae selection,"1,526,489,855"
,Site 19944,2020-10-07,34.378,-83.87,Monarch Adult Sighted,2,On tropical milkweed.,"1,526,490,227"
,Site 19944,2020-10-07,34.378,-83.87,Monarch Adult Sighted,2,On tropical milkweed.,"1,526,490,226"
,Site 19343,2020-10-07,34.166,-81.35,Monarch Adult Sighted,1,Adult seen at our house,"1,526,491,593"
,Site 18519,2020-10-07,33.963,-83.389,Monarch Larva Sighted,1,It has now been 9 days it has been its chrysalis. We will report when it emerges.,"1,526,489,503"
,Site 21634,2020-10-07,35.079,-77.102,"Monarch, Captive-Reared",1,One male tagged and released today,"1,526,489,661"
,Site 21420,2020-10-07,35.033,-86.445,Monarch Adult Sighted,3,Fresh adult Monarchs sited on Ironweed in our fields.,"1,526,489,775"
,Site 21472,2020-10-07,35.048,-79.072,Monarch Adult Sighted,1,One adult male Monarch feeding on our Zinnias,"1,526,489,744"
,Site 21232,2020-10-07,34.96,-81.853,Monarch Adult Sighted,1,Feeding on zinnias,"1,526,489,687"
,Site 21164,2020-10-07,34.93,-80.858,Monarch Adult Sighted,2,Nectarine in butterfly garden,"1,526,489,689"
,Site 21163,2020-10-07,34.93,-80.866,Monarch Adult Sighted,3,Nectarine in monarch waystation,"1,526,489,688"
,Site 20828,2020-10-07,34.784,-83.055,Monarch Adult Sighted,1,1 sighted at 1:05 pm traveling at about 20 feet height at heading 210 degrees. ,"1,526,489,522"
,Site 20827,2020-10-07,34.784,-83.056,Monarch Adult Sighted,1,12:57 pm one flying at 4 ft above the ground at heading 190 degrees.  Climbed rapidly to 20 feet to go over a building,"1,526,489,521"
,Site 20512,2020-10-07,34.684,-83.424,Monarch Adult Sighted,1,While stopped at a traffic light at 10:38 a.m. I saw a monarch flutter across the highway heading in a southwesterly direction.  It was a beautiful day and 63 degrees with no noticeable breeze.,"1,526,489,628"
,Site 20340,2020-10-07,34.58,-98.448,Monarch Adult Sighted,2,I have seen them everyday consistently from 10/04/2020-10/08/2020,"1,526,489,825"
,Site 24045,2020-10-07,35.608,-80.834,Monarch (OTHER Observations),1,Sadly I found a dead monarch that looks like it was eaten by something ,"1,526,490,030"
