Status,Station Name,Observation Date,Latitude,Longitude,Water Type,pH,Nitrate,Nitrite,Hardness,Chlorine,Alkalinity,Other Observations
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,6.2,80,0,300,4,80,misha SciStarter
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,6.2,80,0,300,4,80,Misha SciStarter
,Site 163,2020-12-04,36.868955,-94.367996,Tap Water,7.8,40,0,300,4,40,Misha SciStarter
,Site 290,2020-12-04,38.622178,-77.266696,Tap Water,6.8,0,0,300,4,0,
,Site 291,2020-12-04,38.622247,-77.266729,Tap Water,7.8,0,0.5,25,4,0,
,Site 291,2020-12-04,38.622247,-77.266729,Tap Water,6.8,0,0,25,4,0,
,Site 292,2020-12-04,38.622255,-77.266712,Tap Water,6.8,0,0,300,4,0,
,Site 293,2020-12-04,38.62226,-77.266704,Tap Water,7.8,0,0.5,25,4,40,
,Site 294,2020-12-04,38.62226,-77.266704,Tap Water,7.8,0,0,75,4,40,
,Site 295,2020-12-04,38.62226,-77.266704,Tap Water,6.2,0,0,300,4,0,
,Site 296,2020-12-04,38.622262,-77.266702,Tap Water,7.8,0,0,75,4,40,
,Site 297,2020-12-04,38.622262,-77.266701,Tap Water,7.8,0,0,25,4,120,
,Site 298,2020-12-04,38.622262,-77.266701,Tap Water,7.8,0,0,25,4,120,
,Site 299,2020-12-04,38.622263,-77.266649,Tap Water,7.8,0,0,25,4,0,
,Site 300,2020-12-04,38.622851,-77.267314,Tap Water,7.8,0,0,25,0,0,
,Site 300,2020-12-04,38.622851,-77.267314,Tap Water,7.8,0,0,25,4,40,
,Site 300,2020-12-04,38.622851,-77.267314,Tap Water,7.8,20,1,25,4,0,
,Site 300,2020-12-04,38.622851,-77.267314,Tap Water,7.8,0,0,25,4,40,
,Site 300,2020-12-04,38.622851,-77.267314,Tap Water,7.8,0,0,25,4,40,
,Site 319,2020-12-04,39.370859,-76.670148,Stream,6.8,0,0,25,0,0,high turbidity
,Site 326,2020-12-04,40.127888,-90.5646,Tap Water,7.8,20,0,0,6,40,
,Site 327,2020-12-04,40.128324,-90.564488,Tap Water,7.8,0,0,25,4,40,
,Site 328,2020-12-04,40.128355,-90.5644,Tap Water,7.8,0,0.5,75,1,40,
,Site 329,2020-12-04,40.128392,-90.564406,Tap Water,7.8,0,5,25,4,40,
,Site 330,2020-12-04,40.128396,-90.564485,Tap Water,7.8,0,3,75,2,0,
,Site 331,2020-12-04,40.128404,-90.564397,Tap Water,6.8,0,0,25,4,0,
,Site 332,2020-12-04,40.128412,-90.564488,Tap Water,7.8,40,0,25,4,40,
,Site 333,2020-12-04,40.12842,-90.564498,Tap Water,7.8,80,0,0,6,0,
,Site 334,2020-12-04,40.12842,-90.564443,Tap Water,7.8,20,5,25,4,40,
,Site 335,2020-12-04,40.128424,-90.564475,Tap Water,7.8,0,0,25,0,0,
,Site 336,2020-12-04,40.128434,-90.5644,Tap Water,7.8,40,5,75,4,120,
,Site 337,2020-12-04,40.128435,-90.564333,Tap Water,7.2,20,0.5,75,0,0,
,Site 338,2020-12-04,40.128441,-90.564405,Tap Water,7.8,0,5,75,4,120,
,Site 339,2020-12-04,40.128441,-90.564453,Tap Water,7.8,0,0,25,4,0,
,Site 340,2020-12-04,40.128442,-90.564458,Tap Water,7.2,0,3,25,1,0,
,Site 341,2020-12-04,40.128443,-90.564439,Tap Water,7.2,0,0,25,4,0,
,Site 342,2020-12-04,40.128443,-90.564409,Tap Water,7.2,0,5,25,4,0,
,Site 343,2020-12-04,40.128452,-90.564408,Tap Water,7.8,0,0,75,4,0,
,Site 344,2020-12-04,40.128466,-90.564371,Tap Water,7.2,0,3,25,1,0,
,Site 345,2020-12-04,40.128537,-90.564532,Tap Water,7.2,0,0,150,4,120,
,Site 346,2020-12-04,40.128541,-90.564499,Tap Water,7.8,0,0,25,4,40,
,Site 347,2020-12-04,40.1291,-90.374698,Tap Water,7.2,0,1,75,0,0,
,Site 412,2020-12-04,42.565742,-73.507869,Tap Water,7.8,0,0,25,4,40,
,Site 105,2020-12-02,29.806776,-95.694814,Tap Water,7.8,0,5,0,4,120,
,Site 106,2020-12-02,29.806781,-95.694817,Tap Water,7.8,20,3,300,4,180,
,Site 135,2020-12-02,34.090981,-81.334921,Well,6.2,0,0,25,4,0,
,Site 139,2020-12-02,34.123053,-81.400236,Pond,7.8,40,0.5,150,6,40,Kind of yellow for the water.
,Site 431,2020-12-02,61.17373,-147.133526,Tap Water,7.2,0,0,300,4,0,
,Site 104,2020-12-01,29.806465,-95.695424,Tap Water,7.8,0,0,25,4,0,
,Site 104,2020-12-01,29.806465,-95.695424,Tap Water,8.4,0,0,300,4,180,
,Site 107,2020-12-01,29.806784,-95.694821,Tap Water,7.8,0,0,75,4,120,
,Site 412,2020-11-30,42.565742,-73.507869,Tap Water,7.8,0,0,25,4,40,
,Site 104,2020-11-30,29.806465,-95.695424,Tap Water,7.8,0,0,75,4,40,
,Site 107,2020-11-30,29.806784,-95.694821,Tap Water,7.8,0,0,25,4,40,
,Site 108,2020-11-30,29.806791,-95.694812,Tap Water,7.2,0,0,300,4,0,
,Site 109,2020-11-30,29.806792,-95.694813,Tap Water,7.8,0,0,25,0,40,
,Site 110,2020-11-30,29.806858,-95.694758,Tap Water,7.8,0,0,25,4,40,
,Site 111,2020-11-30,29.806866,-95.694706,Tap Water,7.8,0,0,150,4,80,
,Site 112,2020-11-30,29.806876,-95.69475,Tap Water,7.8,0,0,300,4,80,
,Site 113,2020-11-30,29.806886,-95.694742,Tap Water,7.8,0,0,300,4,80,
,Site 114,2020-11-30,29.806888,-95.694715,Tap Water,7.8,0,1,25,4,0,
,Site 115,2020-11-30,29.806901,-95.694711,Tap Water,7.8,0,0,300,4,80,
,Site 116,2020-11-30,29.806906,-95.694655,Tap Water,7.8,0,0,300,4,180,
,Site 117,2020-11-30,29.807813,-95.692642,Tap Water,7.8,0,0,300,4,120,
,Site 118,2020-11-30,29.826018,-95.751048,Tap Water,7.2,0,0,300,4,180,
,Site 160,2020-11-30,36.856108,-94.417717,Tap Water,6.8,0,0,300,4,80,
,Site 161,2020-11-30,36.856115,-94.417691,Tap Water,7.8,0,0,25,0,40,
,Site 162,2020-11-30,36.856116,-94.417691,Tap Water,7.8,0,0,0,4,40,
,Site 305,2020-11-30,39.319805,-88.442054,Pond,7.8,0,0,25,4,40,minnows
,Site 305,2020-11-30,39.319805,-88.442054,Pond,7.8,0,0,75,4,0,
,Site 306,2020-11-30,39.32015,-88.441754,Pond,7.8,0,0,25,4,0,
,Site 309,2020-11-30,39.320182,-88.441771,Pond,7.8,0,0,300,4,40,minnow and frog in pond
,Site 318,2020-11-30,39.320245,-88.441792,Pond,7.2,0,0,300,4,0,saw minnows
,Site 349,2020-11-30,40.617772,-73.988439,Tap Water,7.2,0,10,300,6,40,
,Site 351,2020-11-30,40.622736,-74.017207,Tap Water,7.8,0,0,25,4,40,
,Site 414,2020-11-30,45.526726,-122.869431,Tap Water,7.8,0,0,75,4,0,High school science lab
,Site 417,2020-11-30,47.575653,-122.242004,Tap Water,7.2,0,0,25,6,40,Misha SciStarter
,Site 418,2020-11-30,47.575683,-122.242007,Tap Water,6.2,80,0,300,4,180,Misha SciStarter
,Site 419,2020-11-30,47.575767,-122.242008,Tap Water,7.8,0,10,300,6,0,
,Site 420,2020-11-30,47.575775,-122.241943,Tap Water,6.2,80,0,300,4,80,Misha SciStarter
,Site 420,2020-11-30,47.575775,-122.241943,Tap Water,6.8,0,5,150,4,0,
,Site 422,2020-11-30,47.575781,-122.241931,Tap Water,7.8,80,0,300,4,40,misha SciStarter
,Site 423,2020-11-30,47.575808,-122.241967,Tap Water,7.2,0,0,25,6,40,misha SciStarter
,Site 425,2020-11-30,47.575876,-122.242058,Tap Water,7.8,0,0,25,4,40,
,Site 427,2020-11-30,47.575993,-122.241819,Tap Water,7.8,0,5,25,4,40,Misha SciStarter
,Site 305,2020-11-25,39.319805,-88.442054,Tap Water,6.2,0,0,300,4,0,
,Site 305,2020-11-25,39.319805,-88.442054,Tap Water,6.8,0,0,300,4,0,
,Site 305,2020-11-25,39.319805,-88.442054,Tap Water,7.8,0,0,25,4,40,
,Site 305,2020-11-25,39.319805,-88.442054,Tap Water,7.2,0,0,300,4,0,
,Site 305,2020-11-25,39.319805,-88.442054,Tap Water,7.8,0,0,25,4,40,
,Site 349,2020-11-25,40.617772,-73.988439,River,7.8,0,0,0,0,40,
,Site 141,2020-11-25,34.218068,-84.13769,Tap Water,6.2,0,0,75,4,0,
,Site 142,2020-11-25,34.218146,-84.137703,Tap Water,6.8,0,0,300,4,0,white clear
,Site 143,2020-11-25,34.218152,-84.137688,Tap Water,6.2,0,0,300,4,0,
,Site 144,2020-11-25,34.218153,-84.13769,Tap Water,7.8,20,3,75,2,120,the water was find but close to it was water that was a little bit more sweeter our water now looks kind of dirty 6th hallway
,Site 145,2020-11-25,34.218154,-84.13771,Tap Water,7.8,0,10,25,4,40,water mountain
,Site 146,2020-11-25,34.218155,-84.13771,Tap Water,6.8,0,0,25,4,0,
,Site 147,2020-11-25,34.218155,-84.137709,Tap Water,6.2,0,0,25,4,0,
,Site 148,2020-11-25,34.218158,-84.137662,Tap Water,6.2,0,0,300,4,0,
,Site 149,2020-11-25,34.21816,-84.137704,Tap Water,7.8,0,0,75,4,0,
,Site 150,2020-11-25,34.218161,-84.137685,Tap Water,7.8,20,3,75,4,120,there two piece of gum on the water
,Site 151,2020-11-25,34.218214,-84.136855,Tap Water,6.8,0,0,75,4,0,Smells like dirt Clear white.Cold
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,7.8,0,0,25,4,40,
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,7.8,0,0,25,0,40,
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,7.8,0,0,25,4,0,
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,6.2,0,0,300,4,0,
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,7.8,0,0,25,4,40,water fountain
,Site 152,2020-11-25,34.218507,-84.137306,Tap Water,7.8,0,0,25,4,0,6th grade hallway tasted like metal
,Site 153,2020-11-25,34.218598,-84.137388,Tap Water,6.8,0,0,25,4,0,
,Site 154,2020-11-25,34.2193,-84.136803,Tap Water,6.8,0,0,25,4,0,
,Site 289,2020-11-25,38.004932,-87.499254,Tap Water,7.2,0,0,300,4,80,
,Site 307,2020-11-25,39.32017,-88.441716,Tap Water,7.2,0,0,300,4,0,Water Fountain
,Site 308,2020-11-25,39.320179,-88.441737,Tap Water,6.8,0,0,300,4,0,Bathroom
,Site 310,2020-11-25,39.320187,-88.441765,Tap Water,7.8,0,5,25,4,40,Ag Sink
,Site 311,2020-11-25,39.320194,-88.441828,Tap Water,7.8,0,0,25,4,40,Mrs Eddinger
,Site 312,2020-11-25,39.320194,-88.441827,Tap Water,7.8,0,0,75,4,40,
,Site 313,2020-11-25,39.320194,-88.441827,Tap Water,7.8,0,0,25,4,0,
,Site 314,2020-11-25,39.320195,-88.441827,Tap Water,7.2,0,0,75,4,0,water fountain
,Site 315,2020-11-25,39.320202,-88.441806,Tap Water,7.8,0,0,300,4,0,Kitchen
,Site 316,2020-11-25,39.320215,-88.441794,Tap Water,7.2,0,0,25,4,40,kitchen
,Site 317,2020-11-25,39.32022,-88.441774,Tap Water,7.8,0,0,25,0,40,baffroom
,Site 325,2020-11-25,40.014447,-105.250113,Tap Water,6.8,0,5,150,4,0,
,Site 348,2020-11-25,40.57858,-73.853454,River,7.8,0,0,0,0,40,
,Site 348,2020-11-25,40.57858,-73.853454,River,7.8,0,0,0,0,40,
,Site 348,2020-11-25,40.57858,-73.853454,River,7.8,0,0,0,0,40,
,Site 348,2020-11-25,40.57858,-73.853454,River,7.8,0,0,25,4,40,
,Site 350,2020-11-25,40.622605,-74.017696,Tap Water,7.8,0,0,0,0,40,
,Site 352,2020-11-25,40.623839,-74.016914,Tap Water,7.2,0,0,75,6,0,
,Site 352,2020-11-25,40.623839,-74.016914,Tap Water,7.2,0,0,75,6,0,
,Site 352,2020-11-25,40.623839,-74.016914,Tap Water,7.2,0,0,75,6,0,
,Site 352,2020-11-25,40.623839,-74.016914,Tap Water,7.2,0,0,75,6,0,
,Site 415,2020-11-25,47.512281,-122.261873,Tap Water,7.2,20,1,75,1,0,the sample is cold tap water
,Site 424,2020-11-25,47.575861,-122.242148,Tap Water,6.2,200,10,0,6,300,
,Site 426,2020-11-25,47.575889,-122.242092,Tap Water,7.8,160,5,300,4,120,
,Site 428,2020-11-25,47.605671,-122.318386,Tap Water,7.8,0,0,25,4,40,413 11th Ave
,Site 429,2020-11-25,47.715325,-122.29491,Tap Water,7.8,0,1,25,0,0,
,Site 430,2020-11-25,47.739303,-122.343534,Tap Water,7.2,0,0,300,6,0,
,Site 352,2020-11-24,40.623839,-74.016914,Tap Water,7.2,0,0,75,6,0,
,Site 352,2020-11-24,40.623839,-74.016914,Tap Water,6.8,0,10,300,6,0,
,Site 415,2020-11-24,47.512281,-122.261873,Tap Water,7.2,20,1,75,1,0,the sample is cold tap water
,Site 415,2020-11-24,47.512281,-122.261873,Tap Water,7.2,20,1,75,1,0,the sample is cold tap water
,Site 288,2020-11-24,37.430056,-122.173424,Pond,7.8,0,0,25,4,0,
,Site 359,2020-11-24,40.66793,-74.509135,Tap Water,7.8,20,5,75,4,40,
,Site 360,2020-11-24,40.670602,-74.519639,Tap Water,7.8,0,0,150,4,40,
,Site 361,2020-11-24,40.672876,-74.499749,Pond,7.2,0,0,75,4,40,
,Site 362,2020-11-24,40.675848,-74.52003,Tap Water,7.2,20,0,150,4,40,
,Site 363,2020-11-24,40.686971,-74.520461,Tap Water,7.8,0,0,150,4,40,
,Site 364,2020-11-24,40.687638,-74.453992,Pond,7.8,0,0,75,4,0,
,Site 411,2020-11-23,42.405587,-92.468089,Tap Water,7.2,20,1,300,0,300,The town treats it's water with chlorine.
,Site 421,2020-11-23,47.575776,-122.241941,Tap Water,6.2,200,10,0,6,300,
