Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
08:54 pm,08:57 pm,16.11,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","Erin, Rob, Gordon, Liz",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,,,Sandy Creek Bird Blind,2019-04-05,33.985183,-83.379845
07:14 pm,07:17 pm,14.44,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,Morris County,New Jersey,National Wildlife Refuge,Pond,Natural,Permanent,Pond,"Various Ponds within 7,768 acres of natural wetalnd",,,Great Swamp National Wildlife Refuge,2019-04-05,40.70926,-74.503208
08:57 pm,09:00 pm,15.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,Fog or Mist,Much Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Front Royal,Warren,Virginia,Suburban,Wet Meadow,Not Known,Permanent,Not Known,pond in hay field sorunded by some brush and cat tails,Happy Creek road to rt 606 heading towards Christiandom college in field on the left very near rt 66 over pass.,,college field pond,2019-04-05,38.947415,-78.147303
10:05 pm,10:08 pm,7.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Wood frogs are concentrated to the western edge if the swamp.  Peepers are everywhere.  Numbers are not as high as past years at this time.,Lake Orion,Oakland,Michigan,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,Site is wooded and contains low brush.  Water level drops through the summer.  There is a permanent pond about 600 feet into the swamp.  Pond is only accessible in extremely dry years or during winter.  Area is a designated wetland on township maps. [AZA - show duplicate and merge in FS],Located about 1000 feet behind house at 3315 Indianwood Rd. Lake Orion MI 48362,,Indianwood Swamp,2019-04-05,42.78062,-83.31297
08:46 pm,08:49 pm,6.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Middleburg Heights,Cuyahoga,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Permanent,Not Known,"[AZA - Original coordinates (41.2142, -81.4953) inaccurate. Updated based on map location of Lake Isaac.]",,,Lake Isaac Wetlands,2019-04-05,41.355142,-81.825494
09:00 pm,09:10 pm,12.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Bellefontaine,Logan,Ohio,Rural,Pond,Human-made,Permanent,Pond,"Land wa wet, would flood, created a pond . Private Property",From South US RT 68 to SR 508 to CR 18 to CR 45,,Downing Pond,2019-04-05,40.3046,-83.826
08:30 pm,08:45 pm,11.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,Fairfield,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,,,,EMV,2019-04-05,41.404513,-73.538833
08:59 pm,09:02 pm,11.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Not Noted,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Auburn Hills,Oakland,Michigan,Urban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,In the biological preserve at OU. Galloway creek and a large marsh nearby. ,"Park at P-37 in OU's campus and walk south to the service road that leads to the preserve. The pond is just south of the Galloway Creek bridge, on the east side of the road. ",,OU Galloway Bridge Pond,2019-04-05,42.6636,-83.2155
08:40 pm,08:43 pm,10.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Hartville,US,Ohio,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"A vernal pool on private property on William Penn. Owner seems nature savvy, leaves bird feeders, leaves corn and seed out, etc.","Located at 40.937128, -81.313370 accessible by William Penn",,William Penn Vernal Pool,2019-04-05,40.937128,-81.31337
03:20 am,03:23 am,12.78,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Parkin,Cross,Arkansas,Rural,river,Natural,Permanent,Stream or River,Bridge overlooking Tyronza River,Hwy 184 north of Hwy 64 1 mile.,,Tyronza River Bridge,2019-04-05,35.284969,-90.558972
08:16 pm,08:19 pm,13.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Cuyahoga Falls,Summit,Ohio,Suburban,Vernal Pool,Natural,Temporary Every Year,Groundwater,Small pool,Access Road to Shultz,,CUVA: Shultz,2019-04-05,41.21978,-81.50507
08:37 pm,08:40 pm,13.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Cuyahoga Falls,Summit,Ohio,Rural,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,Buttonbush Swamp - Oxbow,Roadside parking or walk from Maintenace Yard/,,CUVA: Everett Swamp (332),2019-04-05,41.21201,-81.56607
07:58 pm,08:06 pm,12.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","Vernal pool, run off from forest.farm land, not far a deep ditch.",bellefontaine,Logan,Ohio,Rural,Vernal Pool,Natural,Not Known,Precipitation or Runoff,Vernal pool ,"hike in the woods off tr 45. farm land to woods, ",,Old GP Pool ATV #1,2019-04-05,40.2969,-83.833
10:00 pm,10:03 pm,2.78,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Westborough,Worcester,Massachusetts,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,,"Take route 495 north to exit 6B route 1495 north toward Worcester,MA. Take exit 21A onto W. Main Street Hopkinton MA. Turn left onto route 135 W/Wood street. Travel 3.8 miles. Turn left onto Belknap street. Follow to end. Turn left onto Upton Road and travel 1.1 miles. Site on left.",,Friendship House backyard,2019-04-04,42.2305,-71.6059
09:40 pm,09:43 pm,3.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Medium Rain,Much Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-04,41.418285,-85.74091
08:45 pm,08:48 pm,13.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,Franklin,Missouri,Rural,Vernal Pool,Human-made,Temporary Some Years,Lake,This wetland was created by Missouri Dept. of Conservation. It lies just below the Port Hudson Lake Dam and is an integral part of the overflow system for that lake. Water levels vary according to how  much overflow it recieves from the lake.,"From Gerald Mo. take Hiway 50 east for 1.2 miles. Turn left onto Old Hiway 50 for 2.7 miles. Turn left onto Hiway C for 3.5 miles. Turn left onto Bald Hill Rd. for 1.5 miles. Destination is the marshy area on the left, just inside the entrance to Port Hudson Lake Conservation Area.",,Port Hudson Lake Overflow Wetland,2019-04-04,38.474935,-91.270517
09:30 pm,09:33 pm,5,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Easthampton,Hampshire,Massachusetts,Suburban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,woodland vernal pool,woods approx a quarter mile southeast of treehouse circle,,vernalpool,2019-04-04,42.2492,-72.6684
09:05 pm,09:08 pm,12.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Edinburgh,Johnson,Indiana,,Ditch,Artifically Altered,Temporary Some Years,Precipitation or Runoff,There are ditches on both sides of the road.  The one on the west side has a few pools.,"From the Johnson County Park office,  go west to the gate to the Scout camp.  Just before the gate, go left a short distance.  There is a sign for the trail.",,Johnson County Park Wetland Trailhead  site #5487,2019-04-04,39.37834,-86.051344
08:59 pm,09:02 pm,12.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,,,Human-made,Permanent,Not Known,This pond was built in 2005 for equestrian eventing at Johnson County Park.  It has a rubber liner and gravel bottom.  It is filled from a fire hydrant.  It also gets some runoff from the surrounding area.,"From Johnson County Park office,west to first intersection.  Pond is on right.",,Horse Pond site #4751,2019-04-04,39.379307,-86.04906
08:52 pm,08:55 pm,12.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Edinburgh,Johnson,Indiana,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"This area has several small vernal pools.  Originally there were pools deep enough to hold water all summer, but over the years the area has been increasingly drier.  The cat tails, irises and other water plants have disappeared.  ","US 31 to 252, west to Airport Rd./200 E., south to Stone Arch Rd., south to650 S., east to the last utility pole before a clump of trees meets the road.  There are several pools between the 3rd to the last and last utility pole.",,Atterbury Roadside #2746,2019-04-04,39.38156,-86.056606
08:43 pm,08:46 pm,13.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Nineveh,Johnson,Indiana,Rural,Freshwater Marsh,Artifically Altered,Permanent,Precipitation or Runoff,This is a marshy area in Atterbury Fish and Wildlife Area,"US31 west on 252 to Airport Rd./200E, south to Stone Arch Rd., south to 650 S., east to small bridge.",,Teal Marsh  site #2745,2019-04-04,39.381168,-86.065522
08:50 pm,08:53 pm,17.5,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Asheville,Buncombe,North Carolina,Rural,Wet Meadow,Natural,Temporary Every Year,Precipitation or Runoff,,120 Bull Creek Rd Asheville NC 28805,,Bull Creek Meadow,2019-04-04,35.639167,-82.473611
09:07 pm,09:10 pm,6.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,East Greenwich ,Kent ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,"Marshland collects more water after heavy rainfall, less water exists in the winter. ","95 S to Route 4, Frenchtown Road exit, left on Frenchtown Road, follow Frenchtown Road for 2 miles.  Turn left onto Juniper Drive.  ""Frog Way"" is 1/4 mile on the right.",,Frog Way ,2019-04-04,41.6195,-71.5261
08:00 pm,08:03 pm,2.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Medium Rain,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,East Greenwich ,Kent ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,"Marshland collects more water after heavy rainfall, less water exists in the winter. ","95 S to Route 4, Frenchtown Road exit, left on Frenchtown Road, follow Frenchtown Road for 2 miles.  Turn left onto Juniper Drive.  ""Frog Way"" is 1/4 mile on the right.",,Frog Way ,2019-04-04,41.6195,-71.5261
07:54 pm,07:57 pm,8.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Cheshire,New Haven,Connecticut,Suburban,Pond,Artifically Altered,Temporary Some Years,Precipitation or Runoff,small pond fed by runoff and groundwater adjacent to a produce farm and suburban housing,accross the street fro 325 Higgins Rd-Zentek Farm Market,,Higgins Road farmstand pond,2019-04-04,41.485156,-72.915139
07:58 pm,08:01 pm,2.22,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Westport,Bristol,Massachusetts,Rural,Pond,Natural,Permanent,Pond,,Diagonally opposite intersection of Slades Corner Rd on Division shared by Walter and Ann Barres 241 Division and Robert and Joann Oliver 259 Division (about 40' downhill from paking lot),,Division Rd Pond,2019-04-04,41.5693,-71.0336
08:35 pm,08:38 pm,7.22,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,Light Rain or Drizzle,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Hartville,US,Ohio,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"A vernal pool on private property on William Penn. Owner seems nature savvy, leaves bird feeders, leaves corn and seed out, etc.","Located at 40.937128, -81.313370 accessible by William Penn",,William Penn Vernal Pool,2019-04-04,40.937128,-81.31337
07:57 pm,08:11 pm,10,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Short Hills,Essex,New Jersey,Suburban,Pond,Human-made,Permanent,Pond,It's a pond.,,,Greenwood Gardens,2019-04-04,40.743388,-74.312596
07:58 pm,08:01 pm,11.67,0 - CALM: smoke rises vertically,Fog or Mist,Much Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Valley Park,St. Louis,Missouri,Suburban,Pond,Natural,Permanent,Lake,"(Reportedly) natural lake area, about 1/4 of which is marsh and reed grasses","Off Forest Avenue, SW of intersection w Big Bend Rd.",,Cape Albeon lake,2019-04-04,38.564313,-90.479042
09:00 pm,09:03 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cuyahoga Heights,Cuyahoga,Ohio,Urban,Freshwater Marsh,Artifically Altered,Permanent,Stream or River,"Directly behind Canalway Visitor Center, includes the blue heron boardwalk and wetlands that run parallel to the Ohio Erie canal.",Take 77N from 480 and exit at  Grant ave  go left till it dead ends at east 49 go left again for maybe half mile entrance on the right.,,CanalWay Wetland,2019-04-04,41.42926,-81.66488
09:00 pm,09:03 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cuyahoga Heights,Cuyahoga,Ohio,Urban,Freshwater Marsh,Artifically Altered,Permanent,Stream or River,"Directly behind Canalway Visitor Center, includes the blue heron boardwalk and wetlands that run parallel to the Ohio Erie canal.",Take 77N from 480 and exit at  Grant ave  go left till it dead ends at east 49 go left again for maybe half mile entrance on the right.,,CanalWay Wetland,2019-04-04,41.42926,-81.66488
07:54 pm,07:57 pm,13.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"Observers: Anne O., Joanie, Morgan, Larry L., Grant, Travis L.",Newport News,,Virginia,Rural,Swamp or Woodland Swamp,Human-made,Permanent,Stream or River,Twin Forts Loop Trail,Take left trail after crossing Bridge #1 from the Discovery Center,,Newport News Park - Left Trail from Bridge #1,2019-04-04,37.185729,-76.539388
08:45 pm,08:49 pm,10.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Cumberland,Providence,Rhode Island,,Pond,Not Known,Temporary Every Year,Not Known,"May be fed by water sources in the back (pond/brook) [AZA - Original coordinates (41.939, -71.4009) lacking precision - moved to pond]",,,Monastery Pond,2019-04-03,41.9348,-71.4013
09:01 pm,09:04 pm,7.22,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Calling intensity from the Southeast,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.,,Baldwin Lake Observation Tower,2019-04-03,41.36007,-81.85706
09:36 pm,09:39 pm,6.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.,,Baldwin Lake Observation Tower,2019-04-03,41.36007,-81.85706
09:30 pm,09:33 pm,11.11,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-03,41.418285,-85.74091
10:49 pm,10:53 pm,11.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,One individual spring peeper heard far in the distance,Charlottesville,Albemarle,Virginia,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Runoff pond in a community subdivision,30 ft Northeast of the cul-de-sac on BethPage Ct,,Dunlora Forest Pond,2019-04-03,38.058111,-78.45839
08:38 pm,08:41 pm,14,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","The spring peepers called very loudly.
I saw a few fireflies and heard one Barred Owl while at the site.",Ninety Six,Greenwood,South Carolina,Site managed by the National Park Service,Pond,Human-made,Permanent,Pond,"his pond is a fraction of an acre in size.  Surface and emergent vegetation covers most of the pond's surface.  The emergent vegetation grows from the shoreline to several feet into the pond.  The vegetation is so thick, I have seen frogs resting on top of it.  Cattails and water hemlock grow on some the the vegetation mats.  Willows grow along much of the shore.  With the exception of one large oak, the dike has no trees.  The Park personnel regularly maintain the dike. The pond is surrounded by forest.  I have seen water bubbling from the ground on the southwest corner of the pond, so I suspect that it is spring fed.  The pond supports a population of mosquito fish (Gambusia).  The floodplain for Henley Creek is located within about 1/4 mile south of the pond.  This floodplain normally has several vernal pools.","From the instersection of Highway 34 and Highway 248 in the town of Ninety Six, travel two miles south on Highway 248.  The visitor's center for Ninety Six National Historic Site is located on the left.  To get to the pond, walk on the paved trail past the visitor's center to the battlefield.  Follow the trail to the Star Fort.  At the fort, leave the trail and look for an unpaved trail behind the star.  This unpaved trail takes you to a service road, also unpaved.  Turn right onto this service road and take an almost immediate left on a perpendicular service road.  Follow this service road to the small pond.",,NSNHSSP (Ninety Six National Historic Site Small Pond),2019-04-03,34.1421,-82.0141
08:56 pm,08:59 pm,7.22,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Strongsville,Cuyahoga,Ohio,,Wet Meadow,Not Known,Temporary Some Years,Precipitation or Runoff,,off of Valley Parkway between Albion & Pearl Roads,,Bonnie Park,2019-04-03,41.3339,-81.8339
09:43 pm,09:46 pm,6.67,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Very windy! Light rain this morning. ,"Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2019-04-03,42.23,-71.607
08:14 pm,08:19 pm,13.89,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","Spring peapers deafining, drowning out wood frogs",Stamford,Fairfield,Connecticut,Rural,Pond,Natural,Permanent,Precipitation or Runoff,,,,Acre View end,2019-04-03,41.151914,-73.547452
08:57 pm,09:00 pm,11.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Franklin,Johnson,Indiana,Urban,Pond,Human-made,Temporary Some Years,Precipitation or Runoff,"This area is in Blue Heron Park.  It is in a flood plane and also receives water runoff from a next door housing development.
The pond was permanent until recent droughty years.","From US31, west on Hospital Rd. to Story Dr., south to Creekwood Ln., east just to the Greenway Trail.  The pond is down the trail a short distance.",,Blue Heron Wetland  site #2167,2019-04-03,39.475215,-86.069936
08:34 pm,08:37 pm,10,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Independence,Cuyahoga,Ohio,Suburban,Freshwater Marsh,Artifically Altered,Permanent,Pond,Brookside Mitigation Area,Park at NPS access gate off Pleasant Valley Road.,,CUVA: PV - Brookside (968),2019-04-03,41.359199,-81.605567
08:28 pm,08:31 pm,10,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Western Chorus Frogs calling in vernal pool South (directly behind this location),Medina,Medina,Ohio,Park,Vernal Pool,Artifically Altered,Temporary Every Year,Not Known,Medina County Park District Chippewa Inlet North. A small vernal pool that is part of a larger wetland restoration project.,Park at the Chippewa Inlet North parking lot. Take the trail south and veer right at the fork (following the Wetland Loop on the park district map).,,MCPD Chippewa Inlet North Vernal Pool 01,2019-04-03,41.113687,-81.920256
08:51 pm,08:54 pm,7.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-03,41.1857,-81.2452
08:51 pm,08:54 pm,7.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-03,41.1857,-81.2452
08:43 pm,08:46 pm,15,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,,Baltimore,Maryland,Suburban,Freshwater Marsh,Not Known,Permanent,Stream or River,,,,Lake Roland,2019-04-03,39.393357,-76.646183
08:24 pm,08:27 pm,11.11,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",a trill; very short and sharp; available on recording for April 3 (#5),Tallmadge,Summit,Ohio,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,pond and bog,,,toadandfrogpondandbog,2019-04-03,41.113156,-81.398605
08:21 pm,08:24 pm,7.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Middleburg Heights,Cuyahoga,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Permanent,Not Known,"[AZA - Original coordinates (41.2142, -81.4953) inaccurate. Updated based on map location of Lake Isaac.]",,,Lake Isaac Wetlands,2019-04-03,41.355142,-81.825494
08:22 pm,08:25 pm,6.11,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Burton,Geauga,Ohio,,Bog or Fen,Artifically Altered,Permanent,Groundwater,,,,"White Pine Bog: Kelso outlet, AKFARM4",2019-04-03,41.440198,-81.20152
08:27 pm,08:30 pm,6.11,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Burton,Geauga,Ohio,,Pond,Human-made,Permanent,Groundwater,,,,"White Pine Bog: Line Point, AKFM1 #279",2019-04-03,41.435936,-81.19428
08:33 pm,08:36 pm,6.11,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Burton,Geauga,Ohio,,Pond,Artifically Altered,Permanent,Groundwater,,,,"White Pine Bog: The Knoll, AKFARM2 #265",2019-04-03,41.438273,-81.171131
08:40 pm,08:43 pm,6.11,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Burton,Geauga,Ohio,,Swamp or Woodland Swamp,Natural,Temporary Some Years,Groundwater,,White Pine Bog,,"White Pine Bog: The Swale,AKFARM3 #264",2019-04-03,41.431589,-81.203371
08:40 pm,08:43 pm,8.89,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Parma,Cuyahoga,Ohio,Cleveland Metroparks property,Freshwater Marsh,Human-made,Permanent,Precipitation or Runoff,First of two wetlands created in 2004 by West Creek Conservancy (formerly west creek preservation committee).,"Near center, first wetland on west side of all purpose trail.",,Greathouse Wetlands #1,2019-04-03,41.38917,-81.69649
08:16 pm,08:19 pm,14.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,East Greenwich ,Kent ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,"Marshland collects more water after heavy rainfall, less water exists in the winter. ","95 S to Route 4, Frenchtown Road exit, left on Frenchtown Road, follow Frenchtown Road for 2 miles.  Turn left onto Juniper Drive.  ""Frog Way"" is 1/4 mile on the right.",,Frog Way ,2019-04-03,41.6195,-71.5261
